idestacion,lat,lon,uso,luns,lune,lunt,mars,mare,mart,mies,miee,miet,jues,juee,juet,vies,viee,viet,sabs,sabt,sabe,doms,dome,domt,totals,totale,tipoestacion
507,19.413,-99.139,337,-0.23,0.13,1,-0.31,0.1,3,-0.28,0.11,3,-0.31,0.09,3,-0.27,0.07,3,-0.1,0.08,1,-0.1,0.07,1,-0.22,0.09,1
508,19.444,-99.167,384,-0.38,0.12,3,-0.41,0.15,3,-0.38,0.19,3,-0.38,0.15,3,-0.38,0.11,3,-0.2,0.08,1,-0.14,0.12,1,-0.32,0.13,3
509,19.419,-99.15,325,-0.32,0.16,3,-0.4,0.16,3,-0.42,0.13,3,-0.34,0.11,3,-0.32,0.1,3,-0.18,0.07,1,-0.15,0.1,1,-0.3,0.11,3
510,19.422,-99.143,168,-0.26,0.1,3,-0.23,0.07,1,-0.26,0.1,3,-0.24,0.11,1,-0.2,0.11,1,-0.13,0.11,1,-0.12,0.09,1,-0.2,0.09,1
511,19.388,-99.146,168,-0.27,0.21,3,-0.39,0.18,3,-0.35,0.13,3,-0.39,0.15,3,-0.28,0.16,3,-0.17,0.09,1,-0.16,0.1,1,-0.28,0.14,3
512,19.417,-99.146,394,-0.22,0.17,1,-0.25,0.17,3,-0.28,0.1,3,-0.21,0.17,1,-0.23,0.2,1,-0.15,0.12,1,-0.12,0.06,1,-0.2,0.14,1
513,19.399,-99.138,281,-0.28,0.1,3,-0.35,0.12,3,-0.3,0.11,3,-0.33,0.12,3,-0.27,0.09,3,-0.15,0.1,1,-0.14,0.13,1,-0.25,0.11,3
514,19.42,-99.153,281,-0.36,0.2,3,-0.4,0.15,3,-0.38,0.16,3,-0.4,0.15,3,-0.35,0.14,3,-0.24,0.11,1,-0.19,0.11,1,-0.33,0.14,3
515,19.372,-99.146,294,-0.29,0.13,3,-0.38,0.12,3,-0.35,0.12,3,-0.38,0.09,3,-0.32,0.07,3,-0.21,0.05,1,-0.13,0.07,1,-0.29,0.09,3
516,19.356,-99.179,341,-0.33,0.16,3,-0.37,0.15,3,-0.34,0.15,3,-0.42,0.14,3,-0.35,0.12,3,-0.23,0.07,1,-0.17,0.07,1,-0.31,0.12,3
517,19.411,-99.145,562,-0.25,0.08,3,-0.32,0.07,3,-0.3,0.07,3,-0.3,0.07,3,-0.25,0.08,3,-0.17,0.07,1,-0.16,0.06,1,-0.25,0.07,3
518,19.355,-99.154,559,-0.41,0.13,3,-0.49,0.1,3,-0.52,0.07,3,-0.51,0.08,3,-0.46,0.06,3,-0.28,0.07,3,-0.21,0.07,1,-0.41,0.08,3
519,19.355,-99.175,365,-0.33,0.08,3,-0.36,0.08,3,-0.36,0.1,3,-0.37,0.09,3,-0.38,0.08,3,-0.3,0.07,3,-0.24,0.08,1,-0.33,0.08,3
520,19.394,-99.143,385,-0.47,0.07,3,-0.56,0.12,3,-0.55,0.09,3,-0.55,0.11,3,-0.56,0.06,3,-0.44,0.07,3,-0.31,0.09,3,-0.49,0.08,3
521,19.447,-99.154,526,-0.28,0.12,3,-0.35,0.08,3,-0.38,0.1,3,-0.37,0.07,3,-0.37,0.05,3,-0.24,0.04,1,-0.15,0.05,1,-0.3,0.07,3
522,19.443,-99.203,559,-0.7,0.18,3,-0.78,0.16,3,-0.79,0.14,3,-0.78,0.14,3,-0.79,0.13,3,-0.6,0.14,3,-0.49,0.17,3,-0.7,0.15,3
523,19.362,-99.175,374,-0.61,0.12,3,-0.65,0.1,3,-0.69,0.14,3,-0.69,0.1,3,-0.71,0.08,3,-0.5,0.08,3,-0.39,0.09,3,-0.6,0.1,3
524,19.355,-99.185,527,-0.52,0.16,3,-0.62,0.14,3,-0.63,0.11,3,-0.65,0.12,3,-0.63,0.1,3,-0.34,0.08,3,-0.26,0.11,3,-0.52,0.11,3
525,19.416,-99.135,366,-0.36,0.08,3,-0.41,0.09,3,-0.45,0.07,3,-0.43,0.1,3,-0.44,0.06,3,-0.28,0.07,3,-0.22,0.08,1,-0.37,0.07,3
526,19.409,-99.151,522,-0.63,0.12,3,-0.73,0.1,3,-0.74,0.12,3,-0.7,0.1,3,-0.75,0.08,3,-0.46,0.09,3,-0.29,0.1,3,-0.61,0.1,3
527,19.361,-99.177,572,-0.65,0.23,3,-0.73,0.19,3,-0.73,0.18,3,-0.73,0.13,3,-0.71,0.18,3,-0.3,0.12,3,-0.3,0.16,3,-0.59,0.17,3
528,19.423,-99.135,337,-0.69,0.35,4,-0.79,0.29,4,-0.78,0.26,4,-0.77,0.34,4,-0.76,0.2,3,-0.16,0.16,6,-0.13,0.14,1,-0.58,0.24,3
529,19.359,-99.183,384,-0.65,0.4,4,-0.73,0.37,4,-0.77,0.34,4,-0.76,0.3,4,-0.73,0.35,4,-0.24,0.33,2,-0.21,0.26,2,-0.58,0.33,4
530,19.359,-99.153,667,-0.58,0.21,3,-0.66,0.29,4,-0.67,0.26,4,-0.67,0.24,3,-0.65,0.2,3,-0.34,0.1,3,-0.3,0.09,3,-0.55,0.19,3
531,19.416,-99.141,687,-0.65,0.14,3,-0.75,0.15,3,-0.74,0.15,3,-0.75,0.11,3,-0.72,0.12,3,-0.51,0.1,3,-0.38,0.12,3,-0.64,0.12,3
532,19.352,-99.178,686,-0.47,0.13,3,-0.52,0.11,3,-0.51,0.12,3,-0.5,0.14,3,-0.49,0.09,3,-0.3,0.09,3,-0.27,0.09,3,-0.43,0.1,3
533,19.454,-99.173,688,-0.52,0.09,3,-0.6,0.06,3,-0.59,0.07,3,-0.59,0.07,3,-0.55,0.08,3,-0.24,0.08,1,-0.2,0.08,1,-0.47,0.07,3
534,19.349,-99.165,686,-0.48,0.12,3,-0.58,0.1,3,-0.58,0.08,3,-0.58,0.08,3,-0.53,0.09,3,-0.15,0.16,1,-0.18,0.11,1,-0.44,0.1,3
535,19.464,-99.169,688,-0.6,0.13,3,-0.66,0.18,3,-0.66,0.15,3,-0.68,0.17,3,-0.65,0.1,3,-0.23,0.11,1,-0.2,0.11,1,-0.52,0.13,3
536,19.407,-99.144,751,-0.55,0.19,3,-0.65,0.18,3,-0.67,0.13,3,-0.64,0.16,3,-0.63,0.16,3,-0.24,0.13,1,-0.23,0.11,1,-0.51,0.15,3
537,19.41,-99.142,437,-0.35,0.41,5,-0.35,0.45,5,-0.34,0.48,5,-0.35,0.46,5,-0.33,0.39,5,-0.12,0.38,2,-0.14,0.27,2,-0.28,0.4,5
538,19.413,-99.143,391,-0.27,0.13,3,-0.29,0.17,3,-0.26,0.15,3,-0.25,0.15,3,-0.22,0.12,1,-0.18,0.13,1,-0.15,0.1,1,-0.23,0.13,1
539,19.399,-99.141,351,-0.33,0.1,3,-0.32,0.16,3,-0.31,0.09,3,-0.28,0.09,3,-0.29,0.09,3,-0.12,0.09,1,-0.1,0.11,1,-0.25,0.1,3
540,19.356,-99.149,456,-0.39,0.17,3,-0.42,0.2,3,-0.47,0.15,3,-0.45,0.15,3,-0.4,0.11,3,-0.23,0.08,1,-0.21,0.08,1,-0.36,0.13,3
541,19.373,-99.149,455,-0.67,0.26,4,-0.7,0.29,4,-0.73,0.26,4,-0.72,0.22,3,-0.73,0.18,3,-0.47,0.08,3,-0.33,0.09,3,-0.62,0.19,3
542,19.349,-99.179,381,-0.26,0.14,3,-0.34,0.11,3,-0.32,0.1,3,-0.33,0.09,3,-0.28,0.09,3,-0.21,0.08,1,-0.17,0.09,1,-0.27,0.09,3
543,19.367,-99.149,456,-0.57,0.15,3,-0.58,0.19,3,-0.63,0.16,3,-0.63,0.16,3,-0.66,0.1,3,-0.39,0.09,3,-0.34,0.09,3,-0.54,0.13,3
544,19.378,-99.158,440,-0.52,0.21,3,-0.55,0.22,3,-0.55,0.2,3,-0.57,0.21,3,-0.62,0.15,3,-0.47,0.12,3,-0.39,0.11,3,-0.52,0.17,3
545,19.462,-99.178,455,-0.52,0.15,3,-0.5,0.16,3,-0.54,0.12,3,-0.53,0.14,3,-0.52,0.13,3,-0.31,0.1,3,-0.25,0.13,3,-0.45,0.13,3
546,19.371,-99.142,348,-0.22,0.07,1,-0.29,0.06,3,-0.3,0.07,3,-0.28,0.06,3,-0.27,0.05,3,-0.17,0.05,1,-0.14,0.06,1,-0.23,0.06,1
547,19.357,-99.16,348,-0.57,0.2,3,-0.53,0.29,4,-0.57,0.26,4,-0.6,0.21,3,-0.59,0.16,3,-0.54,0.09,3,-0.47,0.1,3,-0.55,0.18,3
548,19.46,-99.174,454,-0.3,0.08,3,-0.34,0.1,3,-0.34,0.08,3,-0.34,0.07,3,-0.36,0.06,3,-0.21,0.06,1,-0.16,0.05,1,-0.29,0.07,3
549,19.352,-99.185,455,-0.35,0.13,3,-0.41,0.17,3,-0.38,0.16,3,-0.37,0.16,3,-0.42,0.07,3,-0.31,0.06,3,-0.23,0.08,1,-0.35,0.11,3
550,19.39,-99.151,448,-0.29,0.12,3,-0.31,0.11,3,-0.33,0.11,3,-0.32,0.1,3,-0.31,0.09,3,-0.22,0.07,1,-0.18,0.06,1,-0.28,0.09,3
551,19.42,-99.136,363,-0.38,0.19,3,-0.43,0.19,3,-0.48,0.19,3,-0.45,0.18,3,-0.46,0.12,3,-0.32,0.09,3,-0.29,0.07,3,-0.4,0.14,3
552,19.364,-99.15,450,-0.37,0.24,3,-0.46,0.25,4,-0.45,0.22,3,-0.45,0.17,3,-0.47,0.2,3,-0.22,0.17,1,-0.18,0.18,6,-0.37,0.2,3
553,19.466,-99.186,370,-0.22,0.11,1,-0.26,0.14,3,-0.34,0.08,3,-0.28,0.12,3,-0.26,0.08,3,-0.17,0.09,1,-0.14,0.08,1,-0.23,0.1,1
554,19.359,-99.178,453,-0.44,0.21,3,-0.49,0.21,3,-0.52,0.15,3,-0.5,0.22,3,-0.48,0.15,3,-0.34,0.09,3,-0.29,0.08,3,-0.43,0.15,3
555,19.402,-99.153,344,-0.24,0.08,1,-0.22,0.14,1,-0.25,0.09,3,-0.25,0.09,3,-0.24,0.1,1,-0.12,0.08,1,-0.08,0.05,1,-0.2,0.09,1
556,19.47,-99.189,441,-0.39,0.23,3,-0.43,0.31,4,-0.46,0.3,4,-0.48,0.27,4,-0.47,0.21,3,-0.27,0.12,3,-0.2,0.1,1,-0.38,0.22,3
557,19.468,-99.166,350,-0.47,0.24,3,-0.5,0.29,4,-0.46,0.27,4,-0.52,0.27,4,-0.49,0.21,3,-0.31,0.14,3,-0.27,0.11,3,-0.43,0.21,3
558,19.465,-99.163,454,-0.26,0.32,5,-0.27,0.31,5,-0.27,0.32,5,-0.23,0.31,2,-0.24,0.33,2,-0.14,0.14,6,-0.11,0.16,1,-0.21,0.27,2
559,19.467,-99.18,443,-0.44,0.22,3,-0.53,0.19,3,-0.49,0.2,3,-0.5,0.21,3,-0.51,0.18,3,-0.42,0.12,3,-0.28,0.14,3,-0.45,0.18,3
560,19.397,-99.155,455,-0.37,0.23,3,-0.45,0.23,3,-0.48,0.16,3,-0.48,0.2,3,-0.44,0.15,3,-0.24,0.09,1,-0.15,0.12,1,-0.37,0.16,3
561,19.465,-99.179,450,-0.31,0.13,3,-0.35,0.16,3,-0.34,0.17,3,-0.35,0.11,3,-0.36,0.1,3,-0.26,0.06,3,-0.2,0.08,1,-0.31,0.11,3
562,19.465,-99.177,346,-0.34,0.2,3,-0.41,0.21,3,-0.4,0.16,3,-0.42,0.17,3,-0.37,0.17,3,-0.13,0.12,1,-0.12,0.1,1,-0.31,0.16,3
563,19.466,-99.173,339,-0.19,0.14,1,-0.23,0.12,1,-0.22,0.14,1,-0.21,0.15,1,-0.18,0.15,1,-0.11,0.1,1,-0.08,0.11,1,-0.17,0.13,1
564,19.468,-99.177,372,-0.28,0.17,3,-0.33,0.16,3,-0.35,0.15,3,-0.31,0.17,3,-0.25,0.13,3,-0.11,0.11,6,-0.12,0.1,1,-0.25,0.14,3
565,19.356,-99.157,437,-0.51,0.26,4,-0.55,0.28,4,-0.59,0.26,4,-0.58,0.25,4,-0.55,0.21,3,-0.4,0.15,3,-0.35,0.1,3,-0.5,0.21,3
566,19.357,-99.153,380,-0.31,0.28,4,-0.44,0.21,3,-0.4,0.19,3,-0.44,0.18,3,-0.43,0.15,3,-0.29,0.09,3,-0.18,0.08,1,-0.35,0.16,3
567,19.348,-99.149,344,-0.23,0.16,1,-0.25,0.14,3,-0.21,0.11,1,-0.22,0.11,1,-0.21,0.11,1,-0.13,0.14,1,-0.09,0.09,6,-0.19,0.12,1
568,19.452,-99.155,343,-0.25,0.11,3,-0.27,0.15,3,-0.31,0.1,3,-0.3,0.08,3,-0.24,0.1,1,-0.15,0.12,1,-0.14,0.09,1,-0.23,0.1,1
569,19.367,-99.143,321,-0.39,0.19,3,-0.38,0.18,3,-0.42,0.22,3,-0.4,0.23,3,-0.35,0.19,3,-0.16,0.2,1,-0.19,0.17,1,-0.32,0.19,3
570,19.424,-99.148,456,-0.26,0.17,3,-0.34,0.16,3,-0.33,0.14,3,-0.34,0.13,3,-0.29,0.13,3,-0.17,0.09,1,-0.15,0.08,1,-0.26,0.12,3
571,19.405,-99.143,438,-0.34,0.23,3,-0.4,0.22,3,-0.45,0.23,3,-0.41,0.19,3,-0.34,0.15,3,-0.15,0.11,1,-0.18,0.11,1,-0.32,0.17,3
572,19.392,-99.151,371,-0.28,0.18,3,-0.35,0.17,3,-0.36,0.14,3,-0.35,0.18,3,-0.33,0.12,3,-0.28,0.06,3,-0.21,0.07,1,-0.3,0.13,3
573,19.398,-99.148,457,-0.34,0.2,3,-0.4,0.2,3,-0.45,0.15,3,-0.42,0.17,3,-0.39,0.11,3,-0.24,0.11,1,-0.22,0.09,1,-0.35,0.14,3
574,19.362,-99.144,367,-0.44,0.32,4,-0.57,0.26,4,-0.6,0.23,3,-0.58,0.21,3,-0.54,0.24,3,-0.3,0.17,3,-0.37,0.14,3,-0.48,0.22,3
575,19.402,-99.143,392,-0.18,0.35,2,-0.16,0.34,2,-0.2,0.34,2,-0.15,0.33,2,-0.15,0.35,2,-0.09,0.44,2,-0.1,0.4,2,-0.14,0.36,2
576,19.457,-99.169,381,-0.23,0.17,1,-0.25,0.18,3,-0.22,0.2,1,-0.22,0.21,1,-0.18,0.22,1,-0.16,0.19,1,-0.15,0.18,1,-0.2,0.19,1
577,19.44,-99.175,378,-0.38,0.26,4,-0.29,0.31,5,-0.33,0.27,4,-0.31,0.33,5,-0.2,0.35,2,-0.21,0.39,2,-0.2,0.31,2,-0.27,0.31,5
578,19.396,-99.145,464,-0.27,0.17,3,-0.33,0.19,3,-0.37,0.14,3,-0.34,0.18,3,-0.34,0.12,3,-0.21,0.09,1,-0.18,0.11,1,-0.29,0.14,3
579,19.348,-99.187,378,-0.28,0.13,3,-0.32,0.08,3,-0.29,0.09,3,-0.32,0.1,3,-0.27,0.12,3,-0.16,0.1,1,-0.14,0.1,1,-0.25,0.1,3
580,19.462,-99.162,372,-0.4,0.3,4,-0.54,0.29,4,-0.57,0.25,4,-0.58,0.22,3,-0.54,0.23,3,-0.31,0.15,3,-0.32,0.11,3,-0.46,0.22,3
581,19.45,-99.163,357,-0.29,0.13,3,-0.41,0.14,3,-0.47,0.1,3,-0.43,0.14,3,-0.39,0.1,3,-0.27,0.11,3,-0.24,0.11,1,-0.35,0.11,3
582,19.455,-99.181,371,-0.37,0.22,3,-0.43,0.2,3,-0.47,0.2,3,-0.48,0.15,3,-0.41,0.15,3,-0.22,0.11,1,-0.17,0.1,1,-0.36,0.16,3
583,19.426,-99.134,460,-0.36,0.2,3,-0.47,0.19,3,-0.53,0.15,3,-0.53,0.16,3,-0.48,0.12,3,-0.28,0.09,3,-0.23,0.1,1,-0.41,0.14,3
584,19.352,-99.162,447,-0.32,0.21,3,-0.37,0.21,3,-0.37,0.23,3,-0.38,0.19,3,-0.33,0.19,3,-0.17,0.17,6,-0.14,0.12,1,-0.29,0.18,3
585,19.391,-99.139,454,-0.47,0.33,4,-0.55,0.25,4,-0.58,0.27,4,-0.55,0.23,3,-0.49,0.17,3,-0.24,0.16,1,-0.2,0.19,1,-0.44,0.22,3
586,19.346,-99.173,357,-0.33,0.21,3,-0.37,0.21,3,-0.35,0.25,4,-0.34,0.2,3,-0.3,0.2,3,-0.14,0.17,1,-0.17,0.14,1,-0.28,0.19,3
587,19.354,-99.148,338,-0.25,0.18,3,-0.34,0.16,3,-0.35,0.12,3,-0.32,0.1,3,-0.28,0.08,3,-0.15,0.1,1,-0.15,0.11,1,-0.26,0.12,3
588,19.353,-99.165,378,-0.14,0.09,1,-0.17,0.07,1,-0.15,0.07,1,-0.16,0.07,1,-0.14,0.06,1,-0.1,0.06,1,-0.1,0.05,1,-0.13,0.06,1
589,19.361,-99.151,387,-0.25,0.28,5,-0.46,0.21,3,-0.42,0.23,3,-0.46,0.15,3,-0.33,0.21,3,-0.26,0.15,3,-0.21,0.12,1,-0.34,0.19,3
590,19.344,-99.156,454,-0.23,0.25,2,-0.26,0.2,3,-0.24,0.19,1,-0.26,0.17,3,-0.23,0.17,1,-0.12,0.16,1,-0.12,0.09,1,-0.2,0.17,1
591,19.455,-99.158,374,-0.4,0.31,4,-0.51,0.32,4,-0.52,0.27,4,-0.55,0.27,4,-0.5,0.18,3,-0.38,0.09,3,-0.28,0.1,3,-0.44,0.22,3
592,19.454,-99.163,460,-0.34,0.24,3,-0.42,0.25,4,-0.44,0.23,3,-0.45,0.23,3,-0.43,0.18,3,-0.33,0.09,3,-0.26,0.1,3,-0.38,0.18,3
593,19.401,-99.137,452,-0.28,0.2,3,-0.35,0.2,3,-0.38,0.17,3,-0.4,0.13,3,-0.35,0.1,3,-0.24,0.07,1,-0.18,0.07,1,-0.31,0.13,3
594,19.422,-99.14,392,-0.26,0.14,3,-0.31,0.14,3,-0.37,0.15,3,-0.35,0.12,3,-0.31,0.11,3,-0.22,0.1,1,-0.21,0.11,1,-0.29,0.12,3
595,19.401,-99.148,349,-0.21,0.13,1,-0.28,0.1,3,-0.3,0.07,3,-0.29,0.08,3,-0.25,0.09,3,-0.22,0.07,1,-0.15,0.08,1,-0.24,0.08,1
596,19.347,-99.164,464,-0.32,0.15,3,-0.35,0.18,3,-0.37,0.14,3,-0.38,0.11,3,-0.36,0.14,3,-0.24,0.12,1,-0.25,0.1,3,-0.32,0.13,3
597,19.449,-99.179,345,-0.16,0.1,1,-0.17,0.11,1,-0.22,0.1,1,-0.17,0.1,1,-0.16,0.09,1,-0.13,0.1,1,-0.19,0.09,1,-0.17,0.09,1
598,19.383,-99.157,463,-0.19,0.15,1,-0.26,0.13,3,-0.24,0.11,1,-0.24,0.12,1,-0.22,0.1,1,-0.17,0.08,1,-0.15,0.08,1,-0.2,0.1,1
599,19.379,-99.141,462,-0.17,0.23,1,-0.21,0.23,1,-0.22,0.21,1,-0.24,0.17,1,-0.17,0.18,1,-0.15,0.22,1,-0.14,0.18,1,-0.18,0.2,1
600,19.395,-99.14,457,-0.27,0.13,3,-0.3,0.14,3,-0.31,0.12,3,-0.31,0.11,3,-0.28,0.09,3,-0.2,0.07,1,-0.19,0.06,1,-0.26,0.1,3
601,19.362,-99.187,457,-0.23,0.17,1,-0.29,0.16,3,-0.33,0.14,3,-0.31,0.14,3,-0.29,0.13,3,-0.18,0.09,1,-0.18,0.07,1,-0.25,0.12,3
602,19.465,-99.16,380,-0.23,0.2,1,-0.33,0.17,3,-0.39,0.13,3,-0.36,0.12,3,-0.34,0.11,3,-0.22,0.12,1,-0.19,0.12,1,-0.29,0.13,3
603,19.393,-99.152,384,-0.25,0.11,3,-0.28,0.11,3,-0.26,0.13,3,-0.25,0.08,3,-0.21,0.08,1,-0.15,0.08,1,-0.13,0.08,1,-0.21,0.09,1
604,19.365,-99.186,457,-0.21,0.18,1,-0.27,0.11,3,-0.26,0.14,3,-0.28,0.1,3,-0.23,0.1,1,-0.16,0.06,1,-0.12,0.07,1,-0.21,0.1,1
605,19.408,-99.138,460,-0.24,0.14,1,-0.32,0.14,3,-0.34,0.1,3,-0.33,0.11,3,-0.28,0.09,3,-0.2,0.06,1,-0.18,0.06,1,-0.27,0.1,3
606,19.446,-99.17,346,-0.37,0.25,4,-0.43,0.27,4,-0.44,0.25,4,-0.4,0.25,4,-0.42,0.2,3,-0.31,0.11,3,-0.25,0.16,3,-0.37,0.21,3
607,19.415,-99.137,464,-0.3,0.1,3,-0.41,0.11,3,-0.41,0.08,3,-0.46,0.08,3,-0.4,0.06,3,-0.23,0.07,1,-0.2,0.08,1,-0.34,0.08,3
608,19.395,-99.155,357,-0.16,0.09,1,-0.14,0.1,1,-0.14,0.1,1,-0.14,0.11,1,-0.15,0.08,1,-0.14,0.09,1,-0.17,0.07,1,-0.14,0.09,1
609,19.412,-99.188,392,-0.3,0.34,5,-0.24,0.38,2,-0.22,0.41,2,-0.21,0.48,2,-0.18,0.44,2,-0.15,0.34,2,-0.25,0.26,5,-0.22,0.37,2
610,19.36,-99.165,462,-0.18,0.11,1,-0.17,0.13,1,-0.16,0.14,1,-0.18,0.11,1,-0.16,0.12,1,-0.15,0.1,1,-0.14,0.08,1,-0.16,0.11,1
611,19.418,-99.141,463,-0.24,0.14,1,-0.32,0.12,3,-0.27,0.14,3,-0.31,0.11,3,-0.27,0.1,3,-0.21,0.08,1,-0.18,0.09,1,-0.25,0.11,3
612,19.359,-99.144,392,-0.29,0.19,3,-0.44,0.16,3,-0.51,0.15,3,-0.47,0.13,3,-0.42,0.1,3,-0.29,0.1,3,-0.28,0.09,3,-0.38,0.13,3
613,19.388,-99.14,351,-0.12,0.08,1,-0.19,0.07,1,-0.22,0.06,1,-0.23,0.05,1,-0.18,0.05,1,-0.13,0.04,1,-0.11,0.03,1,-0.16,0.05,1
614,19.345,-99.164,457,-0.49,0.3,4,-0.59,0.28,4,-0.67,0.25,4,-0.63,0.22,3,-0.57,0.2,3,-0.42,0.16,3,-0.35,0.17,3,-0.53,0.22,3
615,19.387,-99.144,447,-0.26,0.19,3,-0.34,0.19,3,-0.31,0.15,3,-0.33,0.14,3,-0.28,0.11,3,-0.14,0.08,1,-0.15,0.08,1,-0.25,0.13,3
616,19.368,-99.152,393,-0.38,0.14,3,-0.37,0.15,3,-0.44,0.13,3,-0.39,0.15,3,-0.4,0.14,3,-0.12,0.3,2,-0.16,0.2,1,-0.32,0.17,3
617,19.459,-99.164,379,-0.24,0.13,1,-0.27,0.12,3,-0.27,0.11,3,-0.25,0.13,3,-0.26,0.1,3,-0.12,0.1,1,-0.14,0.1,1,-0.22,0.11,1
618,19.412,-99.141,460,-0.39,0.23,3,-0.52,0.18,3,-0.56,0.14,3,-0.54,0.14,3,-0.51,0.16,3,-0.34,0.16,3,-0.31,0.11,3,-0.45,0.16,3
619,19.385,-99.154,358,-0.21,0.2,1,-0.28,0.17,3,-0.26,0.14,3,-0.27,0.15,3,-0.25,0.15,3,-0.19,0.11,1,-0.2,0.12,1,-0.23,0.14,1
620,19.361,-99.148,460,-0.22,0.13,1,-0.25,0.14,3,-0.24,0.1,1,-0.24,0.14,1,-0.21,0.08,1,-0.14,0.11,1,-0.16,0.07,1,-0.2,0.11,1
